Title,Publication Date,URL,Summary,Author,Section,Tags,Cleaned_Summary
Pence Deflects Question on Accepting Election Results,2020-10-08T03:39:38+0000,https://www.nytimes.com/video/us/elections/100000007383976/debate-pence-harris-power.html,"In Wednesday night’s debate, Kamala Harris and Mike Pence were asked if the election results would lead to a peaceful transfer of power.",By The New York Times,U.S.,"Debates (Political), Pence, Mike, Harris, Kamala D, Presidential Election of 2020, Vice Presidents and Vice Presidency (US), United States Politics and Government",wednesday night debate kamala harris mike pence asked election results would lead peaceful transfer power
"Biden, Harris and Pence are all visiting Arizona today.",2020-10-08T15:06:12+0000,https://www.nytimes.com/2020/10/08/us/elections/biden-harris-and-pence-are-all-visiting-arizona-today.html,"There are 26 days until Election Day. Here are the schedules of the presidential and vice-presidential candidates for Thursday, Oct. 8. All times are Eastern time.",,U.S.,,days election day schedules presidential candidates thursday times eastern time
"Kamala Decamps, Iowa’s Still Crowded, Trump’s Still Trump",2019-12-05T01:31:08+0000,https://www.nytimes.com/2019/12/04/opinion/kamala-harris-out.html,"For Democrats, it’s Des Moines for the holidays.",By Gail Collins,Opinion,"Presidential Election of 2020, United States Politics and Government, Democratic Party, Biden, Joseph R Jr, Harris, Kamala D",democrats des moines holidays
"Trump Goes on Offensive, Starting With an Attack on Harris",2020-08-20T22:58:35+0000,https://www.nytimes.com/2020/08/20/us/politics/trump-harris-biden-pennsylvania.html,President Trump sought to stoke fear of immigrants by offering a brutal description of a case involving an undocumented immigrant who was included in a jobs program while Kamala Harris was the top prosecutor in San Francisco.,By Michael D. Shear and Linda Qiu,U.S.,"Presidential Election of 2020, United States Politics and Government, Illegal Immigration, Vice Presidents and Vice Presidency (US), Biden, Joseph R Jr, Harris, Kamala D, Trump, Donald J, California",president trump sought stoke fear immigrants offering brutal description case involving undocumented immigrant included jobs program kamala harris top prosecutor san francisco
Biden and Harris: Two Paths Converge at the White House,2021-01-20T00:25:30+0000,https://www.nytimes.com/2021/01/19/us/joe-biden-kamala-harris.html,Six articles published by our reporters during the campaign illustrate the personal and political arcs of Joe Biden and Kamala Harris through the years.,By The New York Times,U.S.,"Harris, Kamala D, Biden, Joseph R Jr, Presidential Election of 2020, Inaugurations",six articles published reporters campaign illustrate personal political arcs joe biden kamala harris years
"With the Biden-Harris Ticket, Environmental Justice Is a Focus",2020-08-12T20:30:04+0000,https://www.nytimes.com/2020/08/12/climate/kamala-harris-environmental-justice.html,Climate change leaders said the choice of Harris signaled that Democrats will try to ensure that communities burdened by pollution would benefit from a transition to clean energy.,By Lisa Friedman,Climate,"Global Warming, Environment, Greenhouse Gas Emissions, Presidential Election of 2020, Green New Deal, Income Inequality, Carbon Dioxide, Air Pollution, Biden, Joseph R Jr, Harris, Kamala D",climate change leaders said choice harris signaled democrats try ensure communities burdened pollution would benefit transition clean energy
A close friend of Harris’s isn’t celebrating yet.,2020-11-07T05:52:08+0000,https://www.nytimes.com/2020/11/06/us/politics/a-close-friend-of-harriss-isnt-celebrating-yet.html,"MORAGA, Calif. — Suzy Loftus has been Kamala Harris’s close friend and colleague for two decades. She worked on Ms. Harris’s first political campaign, a successful run for district attorney in San Francisco. She served as a senior adviser during Ms. Harris’s ascent to state and national politics, and they worked together at the state’s Justice Department.",By Thomas Fuller,U.S.,,moraga suzy loftus kamala harris close friend colleague two decades worked harris first political campaign successful run district attorney san francisco served senior adviser harris ascent state national politics worked together state justice department
"Harris Defends Biden’s Policies, but Says More Work Is Needed to Reach Voters",2023-11-29T20:55:46+0000,https://www.nytimes.com/2023/11/29/business/dealbook/kamala-harris-biden-voters.html,"The vice president, speaking at The Times’s DealBook Summit, said record-low unemployment and stable wages were not enough to “connect” with struggling Americans.",By Katie Rogers,Business Day,"United States Politics and Government, Presidential Election of 2024, Harris, Kamala D, Biden, Joseph R Jr",vice president speaking times dealbook summit said unemployment stable wages enough connect struggling americans
U.S. Aid to Central America Hasn’t Slowed Migration. Can Kamala Harris?,2021-06-06T07:00:16+0000,https://www.nytimes.com/2021/06/06/world/americas/central-america-migration-kamala-harris.html,A stark reality faces the vice president as she visits the region: Expanded aid programs have failed to stem migration.,"By Natalie Kitroeff, Michael D. Shear and Daniele Volpe",World,"Foreign Aid, Illegal Immigration, Biden, Joseph R Jr, Harris, Kamala D, Agriculture and Farming, Coffee, Central America, Guatemala, El Salvador, Honduras, Corruption (Institutional), Politics and Government, United States International Relations, United States Politics and Government",stark reality faces vice president visits region expanded aid programs failed stem migration
Two Campaign Reporters Put the Harris Pick in Perspective,2020-08-14T09:00:14+0000,https://www.nytimes.com/2020/08/14/insider/kamala-harris-background.html,"As part of The Times’s Election 2020 event series, two journalists who have covered Kamala Harris and Joe Biden discussed the presumptive Democratic ticket.",,Times Insider,"Harris, Kamala D, Biden, Joseph R Jr, Presidential Election of 2020, Primaries and Caucuses, Vice Presidents and Vice Presidency (US)",part times election event series two journalists covered kamala harris joe biden discussed presumptive democratic ticket
Can the Harris Sugar High Last? Yes.,2024-08-03T11:00:11+0000,https://www.nytimes.com/2024/08/03/opinion/kamala-harris-president-support.html,Michelle Goldberg on the power of emotion in politics.,By Michelle Goldberg and Vishakha Darbha,Opinion,"audio-neutral-informative, Presidential Election of 2024, Atlanta (Ga), Democratic Party, Trump, Donald J, Presidential Election of 2008, United States Politics and Government, United States, Women and Girls, Biden, Joseph R Jr, Minorities",michelle goldberg power emotion politics
Biden Says He Plans to Run for Re-Election in 2024,2021-03-25T20:49:21+0000,https://www.nytimes.com/video/us/politics/100000007675171/biden-re-election-2024.html,"President Biden said on Thursday that he expected to run for re-election in 2024 with Vice President Kamala Harris on the ticket. He added that he had “no idea,” if there would be a Republican Party by then.",By The New York Times,U.S.,"United States Politics and Government, Biden, Joseph R Jr, Harris, Kamala D",president biden said thursday expected run vice president kamala harris ticket added idea would republican party
Soon to be on the wall in Harris’s Office: A Golden State Warriors Jersey,2021-01-20T15:07:47+0000,https://www.nytimes.com/2021/01/20/us/harris-office-golden-state-warriors-jersey.html,"There will be a distinctly Northern California touch to the office of the vice president. Hanging on the wall, per a promise from Vice President-elect Kamala Harris, will be a jersey from the Golden State Warriors, number 49.  On the back: “Madame V.P.” ",By Nick Corasaniti,U.S.,,distinctly northern california touch office vice president hanging wall per promise vice kamala harris jersey golden state warriors number back madame
"Supreme Court Hearing Presents a Big Stage, and Big Risks, for Harris",2020-10-11T12:57:14+0000,https://www.nytimes.com/2020/10/11/us/kamala-harris-amy-coney-barrett-supreme-court.html,"Though a junior member of the panel, the vice-presidential contender will draw heightened scrutiny as the Senate Judiciary Committee takes up Judge Amy Coney Barrett’s nomination.",By Carl Hulse,U.S.,"Presidential Election of 2020, United States Politics and Government, Appointments and Executive Changes, Courts and the Judiciary, Senate Committee on the Judiciary, Barrett, Amy Coney, Harris, Kamala D",though junior member panel contender draw heightened scrutiny senate judiciary committee takes judge amy coney barrett nomination
What the Harris Pick Means,2020-08-12T11:00:55+0000,https://www.nytimes.com/2020/08/12/us/politics/democrats-2020.html,Can a cautious V.P. choice jolt a campaign? Biden’s going to see. This is your morning tip sheet.,By Matt Stevens,U.S.,"Harris, Kamala D, Biden, Joseph R Jr, Vice Presidents and Vice Presidency (US), Presidential Election of 2020, United States Politics and Government, Democratic Party, Black People, Blacks, Women and Girls",cautious choice jolt campaign biden going see morning tip sheet
Where Harris Went Wrong,2019-12-03T23:41:27+0000,https://www.nytimes.com/2019/12/03/us/politics/on-politics-kamala-harris.html,Kamala Harris is out of the race. We diagnosed her messaging missteps with our colleague Astead W. Herndon.,By Nick Corasaniti,U.S.,"Presidential Election of 2020, Political Advertising, Harris, Kamala D",kamala harris race diagnosed messaging missteps colleague astead herndon
Biden and Harris will speak about the economy today.,2020-11-16T13:29:20+0000,https://www.nytimes.com/2020/11/16/us/biden-and-harris-will-speak-about-the-economy-today.html,"As the nation faces the twin crises of the coronavirus pandemic and an economy it has ravaged, President-elect Joseph R. Biden Jr. and Vice President-elect Kamala Harris will speak this afternoon about their long-term plans to oversee the recovery.",By Hailey Fuchs,U.S.,,nation faces twin crises coronavirus pandemic economy ravaged joseph biden vice kamala harris speak afternoon plans oversee recovery
Here’s One List Where Kirsten Gillibrand Is Winning and Kamala Harris Is Tied With Marianne Williamson,2019-07-11T16:50:08+0000,https://www.nytimes.com/2019/07/11/us/politics/2020-democrats-future-now-fund.html,"A study of the Democratic presidential contenders says Gillibrand, Warren and O’Rourke have done the most to help build the party by boosting state legislative candidates.",By Matt Stevens,U.S.,"Future Now Fund, Politics and Government, Presidential Election of 2020, State Legislatures, Gillibrand, Kirsten E, Williamson, Marianne, de Blasio, Bill, O'Rourke, Beto, Booker, Cory A, Inslee, Jay",study democratic presidential contenders says gillibrand warren rourke done help build party boosting state legislative candidates
Harris Warns of ‘Profound Threat’ to America’s Freedoms,2024-01-16T03:38:36+0000,https://www.nytimes.com/2024/01/15/us/politics/kamala-harris-mlk-speech.html,"In a speech honoring the Rev. Dr. Martin Luther King Jr., the vice president denounced laws rolling back civil rights and emphasized the fights that await future generations.",By Erica L. Green,U.S.,"United States Politics and Government, Civil Rights and Liberties, Presidential Election of 2024",speech honoring rev martin luther king vice president denounced laws rolling back civil rights emphasized fights await future generations
"At Naval Academy Graduation, Harris Focuses on Strengthening a ‘Fragile’ World",2021-05-28T10:00:08+0000,https://www.nytimes.com/2021/05/28/us/politics/kamala-harris-commencement-speech-naval-academy.html,"Vice President Kamala Harris, the school’s first female commencement speaker, used her speech to address some of the Biden administration’s most urgent challenges.",By Katie Rogers,U.S.,"Harris, Kamala D, Commencement Speeches, United States Naval Academy, United States Defense and Military Forces, United States Politics and Government, Women and Girls, Black People, Blacks",vice president kamala harris school first female commencement speaker used speech address biden administration urgent challenges
"Harris Closes In on Nomination, and Secret Service Chief Berated",2024-07-23T10:00:45+0000,https://www.nytimes.com/2024/07/23/podcasts/kamala-harris-nomination-secret-service.html,"Plus, A.I. chatbots are flunking math.","By Tracy Mumford, Jonathan Swan, Luke Broadwater, Ian Stewart and Jessica Metzger",Podcasts,"Presidential Election of 2024, Elections, Senate, Elections, House of Representatives",plus chatbots flunking math
A Senator Will Preside at Netanyahu’s Speech to Congress After Harris Declines,2024-07-22T23:26:36+0000,https://www.nytimes.com/2024/07/22/world/middleeast/kamala-harris-netanyahu-congress-speech.html,An aide to Vice President Kamala Harris said she had a scheduling conflict but would meet with the Israeli prime minister this week.,By Annie Karni,World,"Harris, Kamala D, Netanyahu, Benjamin, Cardin, Benjamin L, Johnson, Mike (1972- ), Murray, Patty, Schumer, Charles E, Israel-Gaza War (2023- ), House of Representatives, Senate, Vice Presidents and Vice Presidency (US)",aide vice president kamala harris said scheduling conflict would meet israeli prime minister week
The Harris Electorate,2024-08-02T10:37:29+0000,https://www.nytimes.com/2024/08/02/briefing/the-harris-electorate.html,We examine who plans to vote for her.,By Nate Cohn,Briefing,"internal-storyline-no, Harris, Kamala D",examine plans vote
Harris will speak at a summit seeking to unite Democratic senators of color.,2021-05-17T12:21:00+0000,https://www.nytimes.com/2021/05/17/us/politics/harris-senators-aapi-voters.html,"Kamala Harris, the first vice president of Asian descent, will talk about her heritage and call attention to recent hate crimes in a keynote speech.",By Katie Rogers,U.S.,"Harris, Kamala D, Booker, Cory A, Voting and Voters, Vice Presidents and Vice Presidency (US), Washington (DC)",kamala harris first vice president asian descent talk heritage call attention recent hate crimes keynote speech
The Biden-Harris Ticket,2020-08-12T10:15:04+0000,https://www.nytimes.com/2020/08/12/briefing/kamala-harris-college-football-ilhan-omar-your-wednesday-briefing.html,And what else you need to know today.,By Ian Prasad Philbrick and Sanam Yar,Briefing,,else need know today
"In virtual caucus meetings, Biden and Harris reach out to voters of color.",2020-08-19T21:18:06+0000,https://www.nytimes.com/2020/08/19/us/elections/in-virtual-caucus-meetings-biden-and-harris-reach-out-to-voters-of-color.html,"Joseph R. Biden Jr. and Kamala Harris sought to appeal to Black, Latino and Asian-American voters on Wednesday, taking a swing through three virtual caucus meetings held during a socially distant Democratic convention.",By Matt Stevens,U.S.,,joseph biden kamala harris sought appeal black latino voters wednesday taking swing three virtual caucus meetings held socially distant democratic convention
"And Now, the Dream of a Harris-Buttigieg Ticket",2019-06-28T09:00:18+0000,https://www.nytimes.com/2019/06/28/opinion/debate-harris-buttigieg-biden.html,Two new Democratic stars outshone Biden and Sanders on the debate stage.,By Frank Bruni,Opinion,"Presidential Election of 2020, United States Politics and Government, Debates (Political), Biden, Joseph R Jr, Buttigieg, Pete (1982- ), Harris, Kamala D",two new democratic stars outshone biden sanders debate stage
"Pence campaigns in Michigan and Indiana today, as Harris speaks at a virtual rally.",2020-10-22T14:01:49+0000,https://www.nytimes.com/2020/10/22/us/elections/pence-campaigns-in-michigan-and-indiana-today-as-harris-speaks-at-a-virtual-rally.html,"There are 12 days until Election Day. Here are the daily schedules of the presidential and vice-presidential candidates for Thursday, Oct. 22. All times are Eastern time.",,U.S.,,days election day daily schedules presidential candidates thursday times eastern time
What to Watch For as Harris and Pence Visit Wisconsin on Labor Day,2020-09-07T04:01:08+0000,https://www.nytimes.com/2020/09/07/us/politics/labor-day-kamala-harris-mike-pence.html,"The vice-presidential candidates will be on opposite ends of Wisconsin, a battleground that is increasingly essential to President Trump in November.",By Jonathan Martin,U.S.,"Harris, Kamala D, Pence, Mike, Wisconsin, Presidential Election of 2020, Vice Presidents and Vice Presidency (US), Biden, Joseph R Jr, Trump, Donald J",candidates opposite ends wisconsin battleground increasingly essential president trump november
What to Watch For as Harris and Pence Visit Wisconsin on Labor Day,2020-09-07T04:01:08+0000,https://www.nytimes.com/2020/09/07/us/politics/labor-day-kamala-harris-mike-pence.html,"The vice-presidential candidates will be on opposite ends of Wisconsin, a battleground that is increasingly essential to President Trump in November.",By Jonathan Martin,U.S.,"Harris, Kamala D, Pence, Mike, Wisconsin, Presidential Election of 2020, Vice Presidents and Vice Presidency (US), Biden, Joseph R Jr, Trump, Donald J",candidates opposite ends wisconsin battleground increasingly essential president trump november
Who Do You Think Won the Debate: Harris or Pence?,2020-10-08T02:50:16+0000,https://www.nytimes.com/2020/10/07/opinion/reader-reactions-debate.html,The vice-presidential candidates are done talking … for the moment. Now it’s your turn.,By Rachel L. Harris and Lisa Tarchak,Opinion,"Debates (Political), Vice Presidents and Vice Presidency (US), Presidential Election of 2020",candidates done talking moment turn
"Republicans Revel in Biden’s Debate Troubles, but See a New Threat in Harris",2019-06-28T21:07:50+0000,https://www.nytimes.com/2019/06/28/us/politics/trump-kamala-harris-debate.html,Trump campaign aides and allies acknowledged that the California senator could be a vexing rival and that the Democratic race will be more unpredictable than they had thought.,By Annie Karni and Jeremy W. Peters,U.S.,"Presidential Election of 2020, Debates (Political), Primaries and Caucuses, Democratic Party, Biden, Joseph R Jr, Clinton, Hillary Rodham, Harris, Kamala D, Schlapp, Matt (1967- ), Trump, Donald J, Reed, Ralph E Jr",trump campaign aides allies acknowledged california senator could vexing rival democratic race unpredictable thought
Harris Seeks Ally in Honduras as She Revisits Central America,2022-01-28T01:00:42+0000,https://www.nytimes.com/2022/01/27/world/americas/harris-honduras-migration.html,"Vice President Kamala Harris’s trip was viewed as more than just showcasing the U.S. presence at the inauguration of Xiomara Castro, the first female head of state in Honduras.",By Zolan Kanno-Youngs and Natalie Kitroeff,World,"Harris, Kamala D, United States Politics and Government, United States International Relations, Honduras, Castro, Xiomara",vice president kamala harris trip viewed showcasing presence inauguration xiomara castro first female head state honduras
Full Analysis of the Pence-Harris VP Debate,2020-10-08T00:17:31+0000,https://www.nytimes.com/interactive/2020/10/07/us/politics/vp-debate-live-analysis-kamala-pence.html,"Watch the full video and read our analysis of the vice-presidential debate between Mike Pence and Kamala Harris, moderated by Susan Page of USA Today.",By The New York Times,U.S.,"Presidential Election of 2020, Debates (Political), Harris, Kamala D, Pence, Mike, Salt Lake City (Utah), Biden, Joseph R Jr, Trump, Donald J",watch full video read analysis debate mike pence kamala harris moderated susan page usa today
The virus dominates the vice-presidential debate between Pence and Harris.,2020-10-08T08:16:24+0000,https://www.nytimes.com/2020/10/08/world/the-virus-dominates-the-vice-presidential-debate-between-pence-and-harris.html,"Vice President Mike Pence and Senator Kamala Harris clashed over the Trump administration’s handling of the coronavirus pandemic on Wednesday night, with Mr. Pence defending the White House’s record without addressing its fundamental failures, while Ms. Harris accused him and President Trump of presiding over a catastrophic failure in public-health policy.","By Alexander Burns, Jonathan Martin and Russell Goldman",World,internal-essential,vice president mike pence senator kamala harris clashed trump administration handling coronavirus pandemic wednesday night pence defending white house record without addressing fundamental failures harris accused president trump presiding catastrophic failure policy
Booker says Harris’s speech brought him to tears: ‘I had to hold a tissue box.’,2020-08-20T16:15:18+0000,https://www.nytimes.com/2020/08/20/us/elections/booker-says-harriss-speech-brought-him-to-tears-i-had-to-hold-a-tissue-box.html,"Senator Cory Booker of New Jersey said on Thursday that he was overcome with emotion watching his colleague Kamala Harris accept the Democratic nomination for vice president the night before, but he also issued a warning for his party not to become complacent.",By Neil Vigdor,U.S.,,senator cory booker new jersey said thursday overcome emotion watching colleague kamala harris accept democratic nomination vice president night also issued warning party become complacent
Biden and Harris Are Time’s Persons of the Year for 2020,2020-12-11T05:09:07+0000,https://www.nytimes.com/2020/12/11/business/media/time-person-of-the-year-joe-biden-kamala-harris.html,"The magazine chose the president-elect and the vice president-elect over frontline health care workers (along with Dr. Anthony S. Fauci), the racial justice movement and President Trump.",By Neil Vigdor,Business Day,"Time (Magazine), Magazines, Biden, Joseph R Jr, Harris, Kamala D, United States Politics and Government, Coronavirus (2019-nCoV), Trump, Donald J",magazine chose vice frontline health care workers along anthony fauci racial justice movement president trump
"Pence and Harris vied for Wisconsin, a pivotal state in the 2020 race.",2020-09-08T12:40:03+0000,https://www.nytimes.com/2020/09/08/us/elections/pence-and-harris-vied-for-wisconsin-a-pivotal-state-in-the-2020-race.html,"The unofficial Labor Day start to the fall presidential campaign centered around Wisconsin on Monday, as Vice President Mike Pence tried to poach Democrats in La Crosse and Senator Kamala Harris sought to rally the Democratic base in Milwaukee.",By Jonathan Martin and Alexander Burns,U.S.,,unofficial labor day start fall presidential campaign centered around wisconsin monday vice president mike pence tried poach democrats la crosse senator kamala harris sought rally democratic base milwaukee
Biden and Harris Pledge a Strong Challenge to Trump and a Path Out of Crisis,2020-08-12T23:37:37+0000,https://www.nytimes.com/2020/08/12/us/politics/biden-harris-delaware-appearance.html,"Joe Biden and Kamala Harris made their debut as running mates in Wilmington, Del., offering a vision of recovery from the coronavirus and pressing their case that the president has made things worse at every turn.",By Katie Glueck and Thomas Kaplan,U.S.,"Biden, Joseph R Jr, Harris, Kamala D, Democratic Party, Presidential Election of 2020, Vice Presidents and Vice Presidency (US), United States Politics and Government, Trump, Donald J, Coronavirus (2019-nCoV)",joe biden kamala harris made debut running mates wilmington offering vision recovery coronavirus pressing case president made things worse every turn
"Biden and Harris, in their first interview, dismiss questions about their differences.",2020-08-24T13:00:17+0000,https://www.nytimes.com/2020/08/24/us/elections/biden-and-harris-in-their-first-interview-dismiss-questions-about-their-differences.html,"Joseph R. Biden Jr. and Senator Kamala Harris presented a united front in their first joint television interview, glossing over a number of significant differences they held in the primary campaign to emphasize their shared commitment to defeating President Trump.",By Katie Glueck and Thomas Kaplan,U.S.,,joseph biden senator kamala harris presented united front first joint television interview glossing number significant differences held primary campaign emphasize shared commitment defeating president trump
Biden Assigns Harris Another Difficult Role: Protecting Voting Rights,2021-06-01T23:24:23+0000,https://www.nytimes.com/2021/06/01/us/politics/kamala-voting-rights.html,"The vice president has added another, and a politically thorny, problem to her growing portfolio.",By Katie Rogers,U.S.,"Biden, Joseph R Jr, Harris, Kamala D, Voter Registration and Requirements, Law and Legislation, Democratic Party, House of Representatives, Senate, United States Politics and Government",vice president added another politically thorny problem growing portfolio
Watch 6 Standout Moments From Harris and Pence at the Debate,2020-10-08T09:30:07+0000,https://www.nytimes.com/2020/10/08/us/politics/video-kamala-harris-mike-pence.html,"The vice-presidential matchup, far less combative than its presidential predecessor the week before, was marked by flashes of tension and political chess moves.",By Astead W. Herndon and Adam Nagourney,U.S.,"Harris, Kamala D, Pence, Mike, Vice Presidents and Vice Presidency (US), Debates (Political), Presidential Election of 2020, Coronavirus (2019-nCoV), Supreme Court (US), Health Insurance and Managed Care, United States Politics and Government",matchup far less combative presidential predecessor week marked flashes tension political chess moves
Harris’s New Strategy: A Hearing Appearance That Doesn’t Make Waves,2020-10-14T23:14:12+0000,https://www.nytimes.com/2020/10/14/us/politics/kamala-harris-supreme-court-amy-coney-barrett.html,Her measured performance reflects the way many Democrats view the battle for the Supreme Court: a fight they will lose in service of one they might win.,By Sydney Ember and Lisa Lerer,U.S.,"Harris, Kamala D, Barrett, Amy Coney, Supreme Court (US), Appointments and Executive Changes, Senate Committee on the Judiciary, Vice Presidents and Vice Presidency (US), Biden, Joseph R Jr, Presidential Election of 2020, Patient Protection and Affordable Care Act (2010), Health Insurance and Managed Care, United States Politics and Government",measured performance reflects way many democrats view battle supreme court fight lose service one might win
"Harris Will Back Federal Ban on Price Gouging, Campaign Says",2024-08-15T03:59:47+0000,https://www.nytimes.com/2024/08/14/business/kamala-harris-price-gouging-inflation.html,"The vice president is leaning into an effort to partly blame big companies for inflation, as progressives have pushed her to embrace that argument.",By Jim Tankersley,Business Day,"Harris, Kamala D, Biden, Joseph R Jr, United States Politics and Government, Prices (Fares, Fees and Rates), Price Gouging",vice president leaning effort partly blame big companies inflation progressives pushed embrace argument
Warren and Harris Spar Over Trump’s Twitter Account,2019-10-16T02:56:19+0000,https://www.nytimes.com/2019/10/15/us/politics/elizabeth-warren-kamala-harris.html,Twelve Democratic presidential candidates shared the stage in Ohio for the fourth televised primary debate.,By Karen Zraick,U.S.,"Harris, Kamala D, Warren, Elizabeth, Presidential Election of 2020, Twitter",twelve democratic presidential candidates shared stage ohio fourth televised primary debate
Harris Emerges as the Voice of Abortion Rights in the Biden Administration,2022-05-12T23:07:46+0000,https://www.nytimes.com/2022/05/12/us/politics/harris-abortion-rights-biden.html,The threat to Roe v. Wade presents Vice President Kamala Harris with an opportunity to recover from early political stumbles.,By Michael D. Shear and Alisha Haridasani Gupta,U.S.,"Women's Rights, Abortion, Roe v Wade (Supreme Court Decision), United States Politics and Government, Vice Presidents and Vice Presidency (US), Emily's List, Supreme Court (US), Washington (DC), Democratic Party, Harris, Kamala D, Biden, Joseph R Jr, Goss Graves, Fatima, Collins, Susan M, Murkowski, Lisa",threat roe wade presents vice president kamala harris opportunity recover early political stumbles
Harris Offers a Preview of What She’ll Bring,2020-08-13T11:01:22+0000,https://www.nytimes.com/2020/08/13/us/politics/vp-democrats-2020.html,The new running mate played both defense and offense: This is your morning tip sheet.,By Nick Corasaniti,U.S.,"Harris, Kamala D, Biden, Joseph R Jr, Presidential Election of 2020, Vice Presidents and Vice Presidency (US), Democratic Party",new running mate played defense offense morning tip sheet
Harris Shouldn’t Forget That Democracy Is Still on the Ballot,2024-08-14T16:25:36+0000,https://www.nytimes.com/2024/08/13/opinion/harris-democracy-ballot.html,And there are still voters who care about it.,By Jonathan Alter,Opinion,,still voters care
"Harris Adds to a Diverse Staff Where a Majority, Like Their Boss, Are Women of Color",2020-12-04T00:46:55+0000,https://www.nytimes.com/2020/12/03/us/politics/kamala-harris-staff-tina-flournoy.html,"Her chief of staff will be Tina Flournoy, who had the same job with President Bill Clinton after he left office.",By Annie Karni and Maggie Haberman,U.S.,"Presidential Election of 2020, United States Politics and Government, Flournoy, Tina, Harris, Kamala D, Presidential Transition (US)",chief staff tina flournoy job president bill clinton left office
Virus Takes Center Stage as Pence and Harris Skirmish in Debate,2020-10-08T03:13:56+0000,https://www.nytimes.com/2020/10/07/us/politics/vice-presidential-debate.html,"Vice President Mike Pence and Senator Kamala Harris met in a face-off that was more civil than the unruly presidential event but featured sharp exchanges over the virus, China policy, job creation and health care.",By Alexander Burns and Jonathan Martin,U.S.,"Presidential Election of 2020, Vice Presidents and Vice Presidency (US), United States Politics and Government, Debates (Political), Coronavirus (2019-nCoV), Democratic Party, Republican Party, Trump, Donald J, Harris, Kamala D, Pence, Mike",vice president mike pence senator kamala harris met civil unruly presidential event featured sharp exchanges virus china policy job creation health care
What to watch for as Harris and Pence visit Wisconsin.,2020-09-07T15:41:40+0000,https://www.nytimes.com/2020/09/07/us/elections/what-to-watch-for-as-harris-and-pence-visit-wisconsin.html,"Labor Day is the traditional kickoff to the fall campaign season, but this year the holiday represents something more: the first time both candidates for vice president will be on the trail on the same day in the same state.",By Jonathan Martin,U.S.,,labor day traditional kickoff fall campaign season year holiday represents something first time candidates vice president trail day state
"Harris welcomes the women of the Senate for dinner, building bridges with homemade cheese puffs.",2021-06-15T14:28:49+0000,https://www.nytimes.com/2021/06/15/us/politics/harris-female-senators-dinner.html,The bipartisan dinner marks the first social event Vice President Kamala Harris has held since coming into office five months ago.,By Annie Karni,U.S.,"United States Politics and Government, Vice Presidents and Vice Presidency (US), Harris, Kamala D, Senate, Women and Girls",bipartisan dinner marks first social event vice president kamala harris held since coming office five months ago
A man in Maryland was arrested and charged with threatening to kidnap and kill Biden and Harris.,2020-10-21T15:15:30+0000,https://www.nytimes.com/2020/10/21/us/elections/a-man-in-maryland-was-arrested-and-charged-with-threatening-to-kidnap-and-kill-biden-and-harris.html,"A man in Frederick, Md., northwest of Washington, was arrested and charged with threatening to kidnap and kill Joe Biden and Kamala Harris.",By Shaila Dewan,U.S.,,man frederick northwest washington arrested charged threatening kidnap kill joe biden kamala harris
Democrats cheer ‘historic’ win as race is called for Biden and Harris.,2020-11-07T18:03:28+0000,https://www.nytimes.com/2020/11/07/us/politics/democrats-republicans-biden-harris.html,"Minutes after the 2020 presidential race was called for Joseph R. Biden Jr., and Kamala Harris, prominent Democrats supportive of the former Vice President and his running mate cheered their victory as the first step toward a brighter American future.",By Matt Stevens,U.S.,"Presidential Election of 2020, United States Politics and Government, Biden, Joseph R Jr, Harris, Kamala D, Democratic Party",minutes presidential race called joseph biden kamala harris prominent democrats supportive former vice president running mate cheered victory first step toward brighter american future
"As Harris prepares to give her speech, some women of color cheer her rise.",2020-08-19T12:46:25+0000,https://www.nytimes.com/2020/08/19/us/elections/as-harris-prepares-to-give-her-speech-some-women-of-color-cheer-her-rise.html,"To Krystina François, a Haitian-American executive director of a Miami nonprofit organization, Kamala Harris is a lot like her, a first-generation daughter of immigrants pursuing the American dream.","By Audra D. S. Burch, Jennifer Medina and Evan Nicole Brown",U.S.,,krystina françois executive director miami nonprofit organization kamala harris lot like daughter immigrants pursuing american dream
"Joy in India as Biden and Harris Win, but Questions, Too",2020-11-08T08:58:43+0000,https://www.nytimes.com/2020/11/08/world/asia/kamala-harris-india.html,"Kamala Harris’s ancestral village in southern India rejoiced on Sunday. But across the country, many wonder what changes the new administration will bring.",By Jeffrey Gettleman and Prakash Elumalai,World,"India, Harris, Kamala D, Thulasendrapuram (India), Presidential Election of 2020, United States Politics and Government, United States International Relations, Biden, Joseph R Jr",kamala harris ancestral village southern india rejoiced sunday across country many wonder changes new administration bring
Harris said ‘nobody’s going to be punished’ for violating proposed mask mandate.,2020-08-28T15:23:02+0000,https://www.nytimes.com/2020/08/28/us/elections/harris-said-nobodys-going-to-be-punished-for-violating-proposed-mask-mandate.html,"Kamala Harris, the Democratic vice-presidential nominee, said that no one who refuses to wear a mask would “be punished” if she and presidential nominee Joseph R. Biden Jr. were to implement a national mask mandate to combat the spread of the coronavirus. ",By Matt Stevens,U.S.,,kamala harris democratic nominee said one refuses wear mask would punished presidential nominee joseph biden implement national mask mandate combat spread coronavirus
